channelId,title,country,publishedAt,subscriberCount,viewCount,videoCount
UCP6HGa63sBC7-KHtkme-p-g,USA TODAY,US,2006-03-20T16:16:43Z,7430000,5017062647,30041
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,US,2013-04-21T14:41:36Z,7290000,470823469,437
UCxlJ45KjG4XVcQ_hd8j227A,Peekaboo Kidz,IN,2014-06-07T04:04:36Z,7090000,2552732814,1033
UCXzblaNPtmDBc1QN01fSTzw,Shot of The Yeagers,US,2015-08-09T20:29:57Z,6810000,6007185036,3687
UCCvcd0FYi58LwyTQP9LITpA,Soft White Underbelly,US,2016-04-24T23:06:47Z,6760000,1552827409,3009
UCsDTy8jvHcwMvSZf_JGi-FA,Abhi and Niyu,IN,2018-04-02T23:25:09Z,6660000,1156693849,1054
UCu4XcDBdnZkV6-5z2f16M0g,Real Stories,GB,2015-02-16T11:22:12Z,6640000,1031204154,1235
UCDgUAAHgsV2fFZQm2fIWBnA,Prince Ea,US,2006-07-11T21:30:29Z,6600000,537981223,340
UCW39zufHfsuGgpLviKh297Q,DW Documentary,DE,2016-11-22T12:18:08Z,6300000,906295471,1503
UCnZx--LpG2spgmlxOcC-DRA,Daniel Thrasher,US,2007-01-05T18:44:00Z,5800000,2303045065,614
UCqiAbH1oUNHMyYsP3I7nwbQ,CrazyCae,,2022-03-27T13:48:35.416442Z,5570000,4280015729,1603
UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,US,2020-07-30T18:22:42.155606Z,5110000,499974101,1876
UCPyMN8DzkFl2__xnTEiGZ1w,RegisteredNurseRN,US,2011-01-29T21:16:30Z,5100000,508768233,1360
UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,US,2009-11-30T16:50:12Z,5080000,2914758851,57698
UC_joBA9YIuldNdcz_q9T0uA,Eliana Ghen,,2014-02-17T00:15:14Z,5040000,4278451275,3024
UCk2U-Oqn7RXf-ydPqfSxG5g,Mel Robbins,US,2015-02-11T22:17:42Z,4990000,302677195,1197
UCihUiDJzjyo2ov_qGtW33lw,The Yoga Institute,IN,2013-05-15T05:40:29Z,4980000,623388105,2270
UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,,2013-08-21T18:36:02Z,4930000,4036370852,49204
UCOL2nDdqUJqUCA3SwKAf9Eg,Jordi ,US,2017-02-19T00:48:56Z,4880000,4544981774,1963
UCGeBogGDZ9W3dsGx-mWQGJA,IMPAULSIVE,US,2018-10-22T19:20:19Z,4820000,1080334054,720
UC4wOd-OGys-RKbv9FYFGRvA,onlyjayus,US,2019-10-17T22:49:42.685895Z,4750000,4275076025,1741
UCkJZQddO3XTCdcLjN019FjA,PINKVILLA,IN,2013-11-12T05:49:09Z,4710000,2979678040,9388
UC8PICQUP0a_HsrA9S4IIgWw,Motivation2Study,CA,2017-03-04T06:44:42Z,4610000,380377241,831
UCObk_g1hQBy0RKKriVX_zOQ,Netflix Is A Joke,US,2019-05-21T17:15:09Z,4520000,2787768638,4156
UCAPByrKU5-R1emswVlyH_-g,Motiversity,CA,2015-06-23T03:00:10Z,4060000,584819210,1134
UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,US,2007-01-02T01:04:26Z,4060000,1070813893,2430
UCIaH-gZIVC432YRjNVvnyCA,Chris Williamson,GB,2018-02-12T23:21:23Z,4020000,1066438112,3971
UCGb34D3ThpmjLNn-FLv2_yQ,PsycheTruth,US,2007-04-25T19:44:20Z,4000000,1042430445,4383
UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,US,2009-01-03T19:02:35Z,3850000,874105220,4236
UCHbq_l1qnuomfJCYQTsWf_Q,Motivation Madness,CA,2014-05-13T14:58:13Z,3830000,355152605,363
UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,US,2006-07-25T20:06:16Z,3760000,727314753,2216
UCNI0qOojpkhsUtaQ4_2NUhQ,Osmosis from Elsevier,US,2015-01-21T15:38:24Z,3660000,201323498,1256
UCTqEu1wZDBju2tHkNP1dwzQ,Jack Harries,GB,2011-06-12T17:23:29Z,3620000,142071739,194
UC-SJ6nODDmufqBzPBwCvYvQ,CBS Mornings,,2013-05-23T10:59:52Z,3250000,2695884965,49355
UC_IpSl6O_-IRAA6fiNs05Gg,ABC,US,2006-09-19T03:33:04Z,3230000,2778553066,15967
UC9MU35bTvG9t06yf70hcGqQ,steveioe,,2011-10-06T21:57:26Z,3190000,2886751765,1720
UCksiqtuWYtN2YluvAQnV2dQ,Doechii,US,2014-12-11T01:47:22Z,3170000,1222266192,300
UClHVl2N3jPEbkNJVx-ItQIQ,HealthyGamerGG,US,2019-01-17T14:13:32Z,3160000,720457429,2431
UCpJmBQ8iNHXeQ7jQWDyGe3A,Life Noggin,US,2013-04-01T01:30:26Z,3150000,579880052,751
UC83jt4dlz1Gjl58fzQrrKZg,CNA,SG,2006-10-24T13:30:43Z,3050000,1544542007,49742
UChc0bHPCAlktcTCHkSm9atw,brookecarolineb,US,2021-08-19T22:21:09.502412Z,3040000,3113159969,2107
UCqBJ47FjJcl61fmSbcadAVg,NTV Kenya,KE,2012-03-22T07:48:36Z,3030000,1302164757,118218
UCKRpf_HZfpLwxuIgyeYnsVw,GunjanShouts,IN,2016-02-13T19:46:46Z,2970000,806795611,1258
UC0TnW9acNxqeojxXDMbohcA,Mark Manson,US,2017-08-18T21:52:40Z,2920000,133448476,317
UCFw6KuhSrq96Xj_vIB-8dcA,Molly Carlson,,2015-02-13T14:32:16Z,2850000,2440597279,610
UCht20FQcvP8KATxdKAxJL8A,Rewirs,IN,2018-08-07T10:07:32Z,2850000,281954355,360
UCvRqwnZA10mwBLNKuBlJnBw,Matt Chessco,CA,2019-12-12T01:25:05.180391Z,2850000,2143638425,200
UCwV1tQmFyrFfl29BU5cJK4A,LOL Podcast ,,2023-06-17T03:52:39.679643Z,2830000,3006398419,2550
UCe67GKTyvTQmpCb6Qn_fLKQ,Gabay sa Kalusugan - Dr. Gary Sy,PH,2013-06-08T02:49:20Z,2770000,195944484,981
UC_ONf5hEQROCpWdX9y9YIGA,Sharpe Family Singers,US,2009-07-04T03:21:20Z,2760000,2204181339,1177
UClNHWmlNIgEXLotLtlY2mLw,Danny Casale,US,2008-04-27T14:21:59Z,2750000,313588557,420
UCsKVP_4zQ877TEiH_Ih5yDQ,illymation,US,2013-09-01T08:59:13Z,2750000,370694351,98
UCkRmoZiR_SOssKA89m1eYJg,Only Human,GB,2013-10-23T09:48:14Z,2720000,388050482,868
UCl7lcqI4QxS1ZU30gkoaAgQ,Reid Olson,,2019-07-14T04:56:57Z,2630000,1215446672,729
UCheL-cUqfzUB8dfM_rFOfDQ,Jackson Galaxy,US,2009-08-15T06:52:48Z,2570000,349288274,1344
UCqBvyjQOrXPcwSpvfovjREg,Drew Lynch,US,2012-02-28T20:41:16Z,2550000,190725128,558
UCgtp61tf9tYF7nG_gIQ94LQ,Dr. Josh Axe,US,2010-03-18T20:56:33Z,2510000,246768288,2528
UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),AU,2008-06-09T23:46:02Z,2490000,1420029591,106900
UCqUwiIyCOMeqF0hNr4qoAyQ,Genie,US,2020-08-14T05:39:17.324087Z,2470000,1508683299,832
UC_Lnb8ZHqqgLbp-7hltuT9w,CNA Insider,SG,2014-03-12T05:42:34Z,2420000,769106763,5617
UCgtFFXZoUxZy3PE_dyhWDhQ,David Diga Hernandez,US,2007-09-04T23:49:20Z,2420000,409918154,3305
UC7HAzXWJi2EgqMuBlpJ22iQ,oladoc - Find The Best Doctors,PK,2017-08-23T10:53:23Z,2380000,345512446,4749
UCpuqYFKLkcEryEieomiAv3Q,Therapy in a Nutshell,US,2016-08-17T00:14:06Z,2350000,163206724,537
UCT4iTe4eB9aRn2p3jRuGlDA,Josh Otusanya,US,2010-07-17T21:09:33Z,2330000,748926912,945
UCeP4oj6TsUlnlzQqUzKxUjg,Satvic Yoga,IN,2022-07-14T14:50:30.674674Z,2300000,471087607,367
UCL2QpphEeZFYwk6-WXD6hpA,Dr. Tracey Marks,US,2007-08-14T18:52:18Z,2270000,173877679,1239
UCxcrzzhQDj5zKJbXfIscCtg,ABC News In-depth,AU,2019-08-18T23:30:03Z,2250000,965479798,6751
UCWsslCoN3b_wBaFVWK_ye_A,Hamza,GB,2013-08-27T20:06:54Z,2230000,359007291,1318
UCgRvm1yLFoaQKhmaTqXk9SA,NowThis,US,2013-01-24T01:44:35Z,2230000,149351014,1757
UCLuYADJ6hESLHX87JnsGbjA,Josh Johnson,,2012-09-10T19:12:48Z,2220000,468894063,897
UCmVsKnz_QcSRRqnjRP_BVdQ,Fit Tak,IN,2017-08-16T07:25:53Z,2150000,280581462,4080
UCNUvsEya-Jq_Pw1t6R47hew,Tata 1mg,IN,2016-04-19T05:57:10Z,2130000,417381287,1531
UC-EnprmCZ3OXyAoG7vjVNCA,Stanford,US,2006-09-19T04:37:21Z,2110000,301016973,4181
UC5T7D-Dh1eDGtsAFCuwv_Sw,7NEWS Australia,US,2006-07-21T05:34:46Z,2090000,1221806338,32397
UCKjU3KzdbJE1EFcHVqXC3_g,CBC News: The National,CA,2007-10-17T21:34:25Z,2070000,1388100055,35462
UCTOocPnDh2YQZZwh86K2OxA,Dr. Mayim Bialik,US,2015-09-02T00:26:44Z,2040000,186334313,1145
UCodkb-qBktJI5NrUsPYpf7g,Jordan B Peterson Clips,CA,2017-06-14T15:47:12Z,2040000,617052121,2045
UC1KIUp4PNCyIwCPTq1hYzWQ,Teal Swan,US,2011-01-26T05:55:05Z,2000000,400335333,2047
UCGGTAB19HlHEWPwwmxHsEKA,GingerPale,CA,2014-08-04T21:11:45Z,2000000,250993431,108
UCkUaT0T03TJvafYkfATM2Ag,Daily Stoic,US,2016-02-11T22:06:32Z,1990000,195692209,4121
UCXPwWsvqwU18UKpsZD4bODw,PARMAR SSC,IN,2021-07-17T13:17:03.112473Z,1970000,301778606,2319
UCjH0RBT-7QhpSgLFnPLgD0Q,The Doctors,,2008-09-30T21:42:24Z,1960000,1115235654,12837
UC-RKpEc4eE9PwJaupN91xYQ,Sprouts,US,2014-11-04T00:11:52Z,1910000,160416065,224
UC-nPM1_kSZf91ZGkcgy_95Q,How to ADHD,US,2015-10-19T06:42:20Z,1910000,127256723,482
UCER2LBsm4hB_Kxte63RoftQ,Joyce Meyer Ministries,US,2006-09-19T02:02:49Z,1880000,245646683,5644
UCl8TEoIOnMq_5ntJOYMq-Zg,Dr Julie,GB,2013-05-19T18:30:02Z,1880000,416198146,235
UCIrn3pSjhCLp8xA7JXxi6Bw,MulliganBrothers,GB,2013-07-19T22:43:42Z,1860000,342049925,680
UCVT1tPkR-fUVlO652EcO3ow,CBS Sunday Morning,,2013-06-07T02:20:28Z,1800000,1195281428,9290
UCsQdi6X-12eUKBBBze46STA,Glucose Revolution,US,2020-04-19T16:47:23.631166Z,1750000,137677855,419
UCznv7Vf9nBdJYvBagFdAHWw,Tim Ferriss,US,2006-11-17T05:30:40Z,1730000,133899106,1677
UCT0s92hGjqLX6p7qY9BBrSA,NCERT OFFICIAL,,2015-08-17T07:59:19Z,1700000,133118105,27726
UCyGOloOIJWt8NlE4tnejQeA,MedCircle,US,2016-11-30T17:54:21Z,1700000,213576310,1862
UCAsLjyYl9GW66G1mpMzr8IA,MinuteVideos,US,2013-11-22T06:22:25Z,1690000,279430316,343
UCdc3KAozmMyzONSuDdul1mw,Doctor Myro,US,2022-05-11T17:41:11.20492Z,1610000,2774185775,2708
UCWtFf40MfoUQmQRNKqrq0MQ,Neurotherapy With Acharya Ram Gopal Dixit,IN,2011-06-22T13:30:43Z,1530000,221277112,2635
UCpjlh0e319ksmoOD7bQFSiw,Rich Roll,US,2007-12-31T15:36:56Z,1530000,189884134,1954
UC4HiMKM8WLcNbt9ae_XNRNQ,The Dr. John Delony Show,US,2020-02-26T15:28:42.33097Z,1520000,987181491,5166
UCUxQWmWk1_Hk9iDRKvhH29Q,SimpleNursing,US,2012-09-30T04:20:57Z,1520000,136193727,1689
UCWo4IA01TXzBeGJJKWHOG9g,Harvard Business Review,US,2007-10-04T16:54:13Z,1510000,56881050,641
UCzBYOHyEEzlkRdDOSobbpvw,Kati Morton,US,2011-12-22T03:02:58Z,1500000,163755491,2380
UC4nJ3rqmpenpjQCshL7fZ2Q,Clawed_Beauty101,US,2020-07-08T01:39:41.057106Z,1490000,671458647,755
UCXL6kvDyoQpvtaeafC4pLyg,In Touch Ministries,US,2011-10-03T20:41:37Z,1460000,382080577,3690
UCh6KFtW4a4Ozr81GI1cxaBQ,University of California Television (UCTV),US,2007-02-13T04:22:51Z,1400000,337992635,10731
UCGiSCVGNukLqv8hwpKCsQKQ,SELF,US,2006-11-16T05:47:43Z,1380000,285379135,1030
UCiEKV_MOhwZ7OEcgFyLKilw,Theo Von Clips,US,2018-05-14T20:43:10Z,1370000,471171163,1954
UC4jWo5kiyOCt4PnvF4jbaLg,The Honest Guys - Meditations - Relaxation,GB,2009-01-26T19:07:26Z,1280000,446985670,766
UCxCcu9pet4dljrBLf8R5nwA,Leila Hormozi,US,2021-06-26T22:59:56.42555Z,1280000,180565909,3192
UCT9ehHCu59wpsPyrcKZt72w,True Lives,GB,2020-09-30T14:17:36.659312Z,1270000,336511456,863
UCxXnTTW4RuVOLPERKPePq-Q,Jerrica Alyssa,US,2006-12-06T18:45:36Z,1250000,665688063,1732
UCVHxJghKAB_kA_5LMM8MD3w,oliSUNvia,CA,2015-12-12T21:05:48Z,1230000,50788230,49
UCacaXDNgckbRZhlGqi68jvw,Sehat Zindagi,PK,2017-05-25T20:52:58Z,1230000,113345442,2720
UCFPvnkCZbHfBvV8ApBBE0vA,JJ Medicine,CA,2016-12-30T06:55:18Z,1220000,192874721,738
UCqb89GqploCXgz4lsdR-_ww,Kids Academy,US,2016-04-12T11:25:01Z,1190000,381904914,809
UC4AaLCCkUoPIbWQvuloonOg,Dailymug69 - Hope Brett,GB,2013-12-28T20:01:00Z,1160000,499535464,481
UC9Vkr0WmRzVGxxIakJM8kQw,DJ Precise,,2011-10-06T08:38:40Z,1140000,1154738421,959
UCqYI3lmZgTsRs202mY15QfA,Talking With Docs,CA,2016-05-26T18:18:40Z,1120000,179541603,784
UCSlTJnomY7jbqSdpaP3NKjA,Dr Praveen Tripathi Psychiatry,IN,2011-08-03T13:53:42Z,1100000,97110360,283
UCoDt562cJaageYU-LYKt4Pw,Life.Church,US,2007-01-09T16:29:29Z,1060000,110055386,1653
UCGT_BYcMHygJYqYWZjGx68A,GROWTH™,,2021-11-15T19:44:18.087909Z,1040000,702795660,1149
UCxYVPua6HC46HzgT8IIn3vg,Yoga With Bird,CA,2016-07-02T16:31:27Z,1040000,113951026,950
UCwSIPSBPjuIcdw9zHFaVeMA,Dr Sulman Feroz,PK,2014-08-11T13:24:04Z,1020000,178781500,1786
UCooTDp-fERMGRHIQ4VL4qlg,Channel 4 Documentaries,GB,2013-11-01T12:26:48Z,1010000,326145344,1548
UCuoxrRDDgk3UUnxR4tlkJYQ,Marie Forleo,US,2008-05-28T00:18:05Z,1010000,109129729,1549
UCnLZd2akioIjHHrze5atqqw,Real Families,GB,2016-03-03T10:12:14Z,983000,182972022,645
UCtuYNnKhOOQL_H6F-EzUaZg,mxmtoon,US,2013-09-15T02:12:51Z,975000,139156056,514
UC_QpDH_oeU0jXIjIQh6lKNA,Sreevidhya Santhosh,AE,2012-01-02T07:51:25Z,968000,121216230,2637
UC07-dOwgza1IguKA86jqxNA,World Health Organization (WHO),,2005-10-25T13:14:08Z,950000,118436783,4178
UCS_Jr83ueVLKc6XNLWwqRag,emilywking,,2020-08-01T11:24:16.177898Z,949000,1522663261,2888
UCBve_ppCNE67fs3MsIocitg,Dr. Frita,US,2014-05-21T14:10:04Z,937000,65080627,542
UCnU9c8lf6Cvfz8VkD4fxbVQ,Avanti Nagral,US,2011-09-30T11:50:13Z,918000,506183274,860
UCZaDAUF7UEcRXIFvGZu3O9Q,Dirty Medicine,US,2016-05-26T03:23:02Z,910000,66318437,338
UCHP3G9mWR21e_dZme5-Nicg,"Dr. Janine Bowring, ND",US,2009-02-28T19:36:25Z,884000,239387748,6164
UCvtNAAvMLnpcDFSUOSI_itA,Libby Glass,,2016-05-04T19:57:22Z,870000,634617176,2038
UCUdettijNYvLAm4AixZv4RA,SciShow Psych,US,2016-09-02T20:31:53Z,865000,81737033,413
UCnRyYWfPtoFvtQX7vhUNckA,Gabi Sklar,US,2012-09-20T21:09:18Z,855000,272512133,718
UC7c8mE90qCtu11z47U0KErg,nature video,,2008-11-07T12:07:29Z,853000,155784520,641
UCSdPa3sstaWqqI2Amve993w,Doc Jun Reyes,US,2020-01-15T19:53:54.441142Z,847000,73821913,613
UCUaAxUdSxSnF4HEKQzERDEQ,Clayton Jennings,US,2010-02-22T05:27:17Z,834000,32286121,22
UCa09am-cOsC-FSgr_nLkFFA,ZOE,GB,2020-01-29T16:52:20.293046Z,833000,82480403,488
UC55HiTglyGMk1B33Lx9X7CQ,AbrahamThePharmacist,GB,2007-02-05T17:18:59Z,832000,194963659,645
UC5wkd9g3tcTf6Dyzx62NtIg,Dr Kashika Jain : Psychologist,IN,2011-12-10T12:52:42Z,828000,95929186,2007
UCtEWTaMjqOH8J1Gy06Ey0Yg,The Holistic Psychologist,US,2015-02-02T19:06:13Z,816000,96381118,636
UCbWvYupGqq3aMJ6LsG4q-Yg,Patrick Teahan ,US,2011-10-15T18:12:26Z,805000,77206633,1462
UCwBAHbp-l9bSOooxu_E8FyQ,Infinite Core,,2023-10-26T22:53:05.110019Z,805000,423922873,482
UCh0_oEIReJmE7g3ZYVxxthA,UNINTERRUPTED,US,2015-05-08T16:04:07Z,786000,248867093,1667
UCoCbt0YNJL4_MtIo6Lg1ybA,Traya Health,IN,2020-03-25T07:38:53.37789Z,773000,171588329,1273
UCQmaGuDkWqkdpDF2HBOWAuQ,Sarans Hospitals,IN,2012-10-22T14:19:35Z,770000,50581120,1854
UCREeA-1pswf4RTeYIKdAoBg,Dr. William Li,US,2019-03-13T18:53:51Z,755000,64177661,856
UCSlJ8BB17Ex9s4mrg7DEYCw,Level Up RN,US,2007-08-28T13:16:37Z,755000,91212514,1905
UC4p_I9eiRewn2KoU-nawrDg,The Straits Times,SG,2011-09-30T11:06:35Z,740000,520354457,34260
UCaN4Pe5JEsWzAByY2WfxxjQ,JulienHimself,US,2015-05-18T06:00:08Z,730000,134711110,2185
UCv-oUk8x6SGHMOLrCMDNrsw,Yongey Mingyur Rinpoche,US,2009-08-30T17:35:27Z,725000,48821722,388
UCnJ4_k4JY_O45NdJHoLxjJA,Focus on the Family,US,2009-12-16T20:05:38Z,721000,171819768,1938
UC_xYALq063ZWm-26IeG9cCQ,Yoga & You,IN,2013-06-10T07:36:31Z,715000,91475056,1459
UC84tsL5SmYO84ZKrwskEWbg,The Prince and Princess of Wales,GB,2020-10-07T15:37:33.286828Z,714000,31462569,309
UCJegGqXzWedFzsXpBnwwKuQ,ccorevibes,US,2021-09-18T02:56:41.808567Z,713000,358111009,151
UCxyiSz4m161Z6frOsFxJpgw,Cleveland Clinic,US,2007-02-05T00:32:34Z,711000,247823765,6092
UCmZnWpeUeSEm-LHgfCeYj8A,Angelina Jacob,,2020-11-07T20:23:45.146942Z,709000,397262690,420
UCqHOPMWdXi-Jx76RHIz1stg,Dr Waseem,PK,2018-03-15T15:23:50Z,693000,64939195,1403
UCc7p7J9tem8-18oJ0JzYOGg,The Evaluator,US,2024-02-14T13:39:24.879565Z,690000,89565804,283
UCvpDtH669K1a6s0Elmn6OIQ,Doctor Sethi ,US,2015-09-13T03:15:49Z,687000,242013841,806
UC-_aWEhUBpH86D1VR0OhVrw,Medical Centric Podcast,CA,2018-01-30T11:45:34Z,684000,178276159,3662
UCUgZq9PkDp1xaEivtcfJPSg,Neuroscientifically Challenged,US,2014-05-16T03:06:47Z,672000,62738905,200
UC6ashd-m9GHYP6wozPCoC8A,Jessica Heslop - Manifest by Jess,GB,2013-09-19T14:13:48Z,634000,116549858,940
UCE63fBeQIoJ2P2mlBkQDchA,Bryce Crawford Podcast,,2024-01-23T23:33:56.254811Z,634000,44934789,668
UCBHh_sa8Jd-fEDbjy4NWZaQ,Alec Chambers,US,2009-09-16T01:49:57Z,622000,78309091,1248
UCqwHsK4DjnLFSN87HKln3YA,Olivia Lutfallah,CA,2012-04-14T20:55:24Z,607000,515868900,987
UC8nhd-qEBMmFs-DkhBaQwww,Ear Biscuits,US,2014-03-20T10:35:17Z,605000,184249910,983
UCl31nh9FGrKKGjKn8uaOasw,Medical Secrets,US,2020-03-27T20:15:12.076507Z,592000,140528636,953
UC2gG-jfnsdWGvXO_tFyyg6A,Santa Cruz Medicinals,US,2022-02-07T18:59:39.81206Z,588000,363986172,2071
UCDepXzkz8fxUQsq3W03gqgA,Dominating Motivation,US,2022-12-02T05:05:32.553299Z,587000,333691459,864
UCLjBhO5ODRZmy6tcKQtg_hg,Black Love,US,2018-03-23T11:44:42Z,585000,55431576,1878
UCdHz-vi0JIugmscU_CkUxUQ,AmenClinics,US,2007-06-04T16:21:06Z,584000,61390145,1799
UC2A6IJQ6AZaK_f_r24his6g,Dr Sermed Mezher,GB,2016-01-07T20:50:42Z,578000,779210838,3734
UCPloW5H6997U0jjSZAeYGXw,Spark Growth,US,2025-06-10T16:46:33.794749Z,542000,279969437,325
